UserID	CogNameObjectName	PictureLarge	PictureThumbnail	Location	City	7 N/A	Country	BusinessType	MeaningOrigin	Tags	Website	Likes	OwnAdmire
3	Greater Boston Plumbing and Heating	(null)	(null)	P.O. Box 152, Quincy, MA 02171	(null)	State	(null)	Plumber	(null)	plumber, heating	www.greaterbostonplumbingheating.com/	0	(null)
3	H & H Builders	(null)	(null)	149 Buttonwood Street, Dorchester, MA 02125	(null)	State	(null)	Contractor	(null)	contractor, construction, building, renovation, design	www.hhbuilders.com/	0	(null)
3	F.H. Perry, Builder	(null)	(null)	90 Elm Street, Hopkinton, MA 01748	(null)	State	(null)	Contractor	(null)	contractor, construction, building, renovation	www.fhperry.com/	0	(null)
3	O'Brien & Levine Court Reporting	(null)	(null)	195 State Street, Floor 5, Boston, MA 02109	(null)	State	(null)	Court Reporting	(null)	court reporting	www.court-reporting.com/	0	(null)
3	Massachusetts Bay Lines	(null)	(null)	60 Rowes Wharf, Boston, MA 02110	(null)	State	(null)	Cruise	(null)	cruise, boat, excursion, whale watching, music	www.massbaylines.com/	0	(null)
3	Boston's Best Cruises	(null)	(null)	116 East Howard Street, Quincy, MA 02169	(null)	State	(null)	Cruise	(null)	cruise, boats, excursion, whale watching	www.bostonsbestcruises.com/	0	(null)
3	Smileboston	(null)	(null)	1180 Beacon Street, Ste. 2B, Boston, MA 02446	(null)	State	(null)	Dentist	(null)	dentist, cosmetic, implant	www.smileboston.com/	0	(null)
3	Harron & Associates	(null)	(null)	229 Berkeley Street, Boston, MA 02116	(null)	State	(null)	Public Relations	(null)	public relations, marketing, event planning	www.harronandassociates.com/	0	(null)
3	Carol McKean Events	(null)	(null)	48 Valley Beach Avenue, Ste. Two, Hull, MA 02045	(null)	State	(null)	Event Planning	(null)	event planning	www.carolmckeanevents.com/	0	(null)
3	The Castle Group	(null)	(null)	38 Third Avenue, Flr. 2 Charlestown Navy Yard, Boston, MA 02129	(null)	State	(null)	Public Relations	(null)	public relations, event planning, social media	www.thecastlegrp.com/	0	(null)
3	Blue Sky Sports & Entertainment	(null)	(null)	150 Washington St	Norwell	State	United States	Event Planning	(null)	event planning, speakers, appearances	www.blueskyse.com/	0	Admired
3	BudiBar	(null)	(null)	404 Marlborough St. Suite 400, Boston, MA 02115	(null)	State	(null)	Foods	(null)	food, nutrition, bar, health	budibar.com/	0	(null)
3	James Hook & Co.	(null)	(null)	15-17 Northern Avenue, Boston, MA 02210	(null)	State	(null)	Foods	(null)	food, lobster, retail, wholesale	www.jameshooklobster.com/	0	(null)
3	Costas Provisions	(null)	(null)	255 Southampton Street, Boston, MA 02118	(null)	State	(null)	Foods	(null)	food, service, distribution	www.costasprov.com/	0	(null)
3	Wheelhouse 360	(null)	(null)	355 Dover Road, Westwood, MA 02090	(null)	State	(null)	Graphic Design	(null)	graphic, design, website, marketing	wheelhouse360.com/	0	(null)
3	Sir Speedy	(null)	(null)	1 Milk Street, Boston, MA 02108	(null)	State	(null)	Copy and Print	(null)	copy, print, graphic, design, stationary, newsletters	www.sirspeedyboston.com/	0	(null)
3	SJ Design	(null)	(null)	151 Townsend Street, Boston, MA 02121	(null)	State	(null)	Graphic Design	(null)	graphic, design, website, marketing	www.sjdsgn.com/	0	(null)
3	Reliable Shade & Screen	(null)	(null)	686 Massachusetts Avenue, Cambridge, MA 02139	(null)	State	(null)	Home Furnishings	(null)	home, furnishings, window, shade, screen	www.reliableshadeandscreen.com/	0	(null)
3	Woods Hole Passage Bed and Breakfast	(null)	(null)	186 Woods Hole Road Falmouth, MA 02540	(null)	State	(null)	Bed and Breakfast	(null)	bed and breakfast, hotel, motel, lodging, historic	www.woodsholepassage.com/	0	(null)
3	The Margate Resort	(null)	(null)	76 Lake Street, Laconia, NH 03246	(null)	State	(null)	Hotel	(null)	hotel, lodging, resort, lakefront	www.themargate.com/	0	(null)
3	McClintock Enterprises of Boston	(null)	(null)	45 Lincoln Street, Norwood, MA 02062	(null)	State	(null)	Information Services and Systems	(null)	data, collection, services, supplies, solutions, RFID	www.meboston.com/	0	(null)
3	Mohansic Golf Course	ImageCogNameObjects/3/3__fullsize_20120828125646.jpeg	ImageCogNameObjects/3/3__thumb_20120828125646.jpeg	1500 Baldwin Road, Yorktown Heights, NY 10598	(null)	State	(null)	Golf Course	(null)	golf	(null)	1	(null)
(null)	test123	(null)	(null)	(null)	any	State	United States	any	(null)	(null)	(null)	(null)	Admired
20	myiphone	(null)	(null)	227 E 88th st	New York	State	United States	iphone accessories	take off on iphone name	(null)	(null)	(null)	Owned
20	pzsports	(null)	(null)	227 E 88th st	New York	State	United States	sports instruction	my initials	(null)	(null)	(null)	Owned
24	Fenway Golf	/ImageCogNameObjects/24/24_1_fullsize_20130128143322.png	(null)	Allen Street	East Longmeadow	State	United States	Golf Course	(null)	Golf, Miniature Golf, Batting Cages, Ice Cream, Food	www.fenwaygolf.com	(null)	Admired
28	Meteorix	/ImageCogNameObjects/28/28_1_fullsize_20130131091725.jpg	(null)	260 Franklin St	Boston	State	United States	Consulting	(null)	cloud, SaaS, Workday	www.meteorix.com	(null)	Admired
28	Workday	/ImageCogNameObjects/28/28_1_fullsize_20130131091954.png	(null)	1 Workday Way	Pleasonton	State	United States	Software	(null)	SaaS, IT, HR, Finance	www.workday.com	(null)	Admired
4	Tavern in the Square	(null)	(null)	(null)	Boston Area	State	United States	Restaurant/Bar	(null)	bar, restaurant	http://www.taverninthesquare.com/	(null)	Admired
43	JOB WELL DONE	(null)	(null)	4027 J ST	Philadelphia	State	United States	CONSTRUCTION	(null)	JOB WELL DONE GETS THE JOB DONE WELL	(null)	(null)	Owned
43	RAFFLETHON	(null)	(null)	4027 J ST	Philadelphia	State	United States	RAFFLE TICKETS/ ONLINE RAFFLE	RAFFLE MARATHON	(null)	RAFFLETHON.COM	(null)	Owned
45	No Sweat	(null)	(null)	255 w. brangus way	san tan valley	State	United States	Headband buisness	meaning easy	Headbands,Wrist bands.	(null)	1	Owned
46	Crazy Killa Cupcakes	/ImageCogNameObjects/46/46_1_fullsize_20130316133856.jpg	(null)	7 Culham Trail	Wasaga Beach	State	Canada	Baking	Flavorful Cupcakes	A Punch of Flavor in Every Bite!	www.crazykillacupcakes.com	2	Owned
49	Linrich	(null)	(null)	109 Village Dr	Garden City	State	United States	sales representative and distribution	(null)	(null)	(null)	(null)	Owned
50	Fine Line Golf	(null)	(null)	327 Flat Rock Place	Monterey	State	United States	Golg Accessories	A very true golf stroke	Golf Accessories	(null)	(null)	Owned
51	Clouds of Analog Music	(null)	(null)	302-125 Keith Rd West.	North Vancouver	State	Canada	Music Company	Derived from band.	(null)	www.cloudsofanalog.com	(null)	Owned
53	NRG MUSIC a.v.p	(null)	(null)	Gandijeva 44/69	Belgrade 	State	Serbia-Montenegro	Record Label & Music Studio	Energy Music Audio-Video Production	Additional phone number - (850)630-6432
Owned by Brianna Morrison and Sasa Mandaric American and Serbian record label	www.nrgmusicstudio.tk 	(null)	Owned
54	NutriSlim	(null)	(null)	3065 Lakeview Cove Rd	West Kelowna	State	Canada	weight loss business	Means a nutritional whole foods eating plan to wellness and weight loss... not a supplement!	(null)	www.NutriSlim.ca	(null)	Owned
55	Faith MCS Production	(null)	(null)	Gandijeva 44/69	Belgrade	State	Serbia-Montenegro	Record Label	Faith Modern Christian Sound Production	Selling music and albums	www.faithmcs.tk	(null)	Owned
57	Accounting & Tax Solutions	(null)	(null)	300 - 9220 17th Ave SE	Calgary	State	Canada	Accounting and Tax submissions	type of business	(null)	(null)	(null)	Owned
58	Paws N Claws Pet Shop	(null)	(null)	(null)	three hills	State	Canada	pet store	(null)	(null)	(null)	(null)	Owned
60	anti	(null)	(null)	(null)	glyfada	State	Greece	olive oil products	(null)	(null)	(null)	(null)	Owned
59	julius Muller	(null)	(null)	52 vermeer Drive	Upper Holland	State	United States	realestate investing	real estate	(null)	www.hometownvestors.com	(null)	Admired
59	hometownvestors	(null)	(null)	52 vermeer Drive	Upper Holland	State	United States	real estate	real estate	(null)	(null)	(null)	Owned
65	Taste of Heaven	(null)	(null)	4425 4th St	Lubbock	State	United States	Catering	home style desserts and finger foods	(null)	(null)	(null)	Owned
67	courtneyfamilyfarms	(null)	(null)	(null)	east bridgewater	State	United States	farming	(null)	(null)	(null)	(null)	Owned
68	Saporem Catering	(null)	(null)	339-46 Ave SW	Calgary	State	Canada	Catering business	Latin for flavour	(null)	(null)	(null)	Admired
70	Daniel Cleaning Service	(null)	(null)	po box 130	michigan city	State	United States	cleaning service	none	(null)	none	(null)	Owned
72	Done Right	(null)	(null)	5402 s 49th st	omaha	State	United States	house restoration	cleaning	(null)	(null)	(null)	Owned
74	Green is Better Lawn Care	(null)	(null)	(null)	Hamden	State	United States	Personalized Lawn Care and Maintenance	(null)	(null)	greenisbetterlc.webs.com	1	Owned
75	Snaps Events	/ImageCogNameObjects/75/75_1_fullsize_20130415054735.JPG	(null)	(null)	Timmins	State	Canada	Event Planning Service	(null)	(null)	(null)	(null)	Owned
76	THOR Group	(null)	(null)	733902 McCready Line	Burgessville	State	Canada	equipment rental	The Home Owner's Rental Group	THOR Financial	(null)	(null)	Owned
77	Limitless Treasures	(null)	(null)	po box 442	wooster	State	United States	thrift store	buy,sell,trade used murchandise	(null)	(null)	(null)	Owned
78	Yool Group	(null)	(null)	809 Gehring Drive	Kernersville	State	United States	Consulting	Year Of Our Lord	(null)	(null)	(null)	Owned
69	CM Software	(null)	(null)	(null)	Somerville	State	United States	Software	personal name	(null)	twitter.com/RationalCarl	1	Owned
(null)	AOD JEWELERS	(null)	(null)	5205 hunting ridge rd nw 	wilson	State	United States	Amador Old  Dominion Jewelers.	(null)	(null)	(null)	(null)	Owned
102	escape 21 entertainment	/ImageCogNameObjects/102/102_1_fullsize_20130820161406.JPG	(null)	(null)	Not Available	State	United States	record label and studio	From a foreign music producer and passion for music 	(null)	(null)	(null)	Owned
102	Club La Vera	(null)	(null)	(null)	Panama City	State	United States	Night Club	Came from a place in the city I live in and a book	Christen Vayne, dj Erin, Club La Vera, Florida, dance floor, nightclub	http://kristianlswift.wix.com/club-la-vera	(null)	Owned
103	qula kwedini	(null)	(null)	44390 Makhaza khayelitsha cape town 7784	cape town	State	South Africa	sport	Stick fighting federation	(null)	facebook page. Qula Kwedini	(null)	Owned
106	Sassy Bee Boutique	(null)	(null)	905 Lorain Ave	Durham 	State	United States	Retail	Bold woman	(null)	(null)	1	Owned
106	Sassy Ambition	(null)	(null)	905 Lorain Ave	Durham	State	United States	Party Promotor	(null)	(null)	(null)	(null)	Owned
106	Ambitious Boutique	(null)	(null)	905 Lorain Ave	Durham	State	United States	Retail	(null)	(null)	(null)	(null)	Owned
107	JD Evolutions	(null)	(null)	(null)	Spring	State	United States	Consulting	(null)	(null)	(null)	(null)	Owned
108	SMB Communication Solutions Ltd	(null)	(null)	193, 51049 RR 214	Sherwood Park	State	Canada	IT and telecommunications	(null)	(null)	(null)	(null)	Owned
112	thaluca	(null)	(null)	4194 mbokodo maseko street	witbank	State	South Africa	investment	Zulu 	(null)	(null)	(null)	Owned
116	Nutley Power Wash	(null)	(null)	30 jefferson st	nutley	State	United States	powerwashing	(null)	(null)	nutleypowerwash.com	(null)	Owned
117	SmartChoice Mobile Notary	/ImageCogNameObjects/117/117_1_fullsize_20131023145437.jpg	(null)	309 Crayford Place 	Valrico	State	United States	Notary	(null)	(null)	smartchoicemobilenotaryservices.zohosites.com	(null)	Owned
118	Charmbeads Memories	(null)	(null)	PO BOX 0454	CAROLINA	State	United States	Retail	jewelry charms, beads, create memories	domain with godaddy	www.charmbeadsmemories.com	(null)	Owned
119	moore electric	(null)	(null)	10 valleyview ave 	mt pearl nfld	State	Canada	electric work	from my last name	(null)	(null)	(null)	Owned
121	TERESA HERNANDEZ DAY CARE	(null)	(null)	1104 MADISON ST	WENATCHEE	State	United States	DAY CARE 	(null)	(null)	(null)	(null)	Owned
125	Acorn Soap Co.	(null)	(null)	 Route 590	Greeley	State	United States	Production and Retail	(null)	(null)	(null)	(null)	Owned
125	Acorn Acres Farm	(null)	(null)	(null)	Greeley	State	United States	Farm	(null)	(null)	(null)	(null)	Owned
127	Save our Pit Bulls	/ImageCogNameObjects/127/127_1_fullsize_20131124060206.jpg	(null)	1031 Wilsham Dr	San Jose	State	United States	Non profit	Being the voice of our Pit Bulls	(null)	(null)	2	Owned
129	More Money Enterprises LLC	(null)	(null)	307 Greylock Parkway	Belleville	State	United States	Investments, Real Estate	The name emphasizes the goal of the business; to provide clients and investors with more of a return for his or her money invested.	(null)	(null)	(null)	Owned
